"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","GA1","GA2","GA3","GE1","GF1","KA1","KA2","MA1","MD1","MW1","MW2","MW3","OC1","OD1","OD2","REM","EQD"
"01044099999","2021-03-08T00:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0035,1","-0059,1","10140,1",,,,,,"010,M,-0027,1","010,N,-0036,1","99999,9,10131,1","7,1,001,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-08T03:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0052,1","-0077,1","10136,1",,,,,,"010,M,-0048,1","010,N,-0057,1","99999,9,10127,1","7,1,004,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-08T06:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0032,1","-0052,1","10136,1",,,,,,"120,M,-0016,1","120,N,-0057,1","99999,9,10127,1","5,1,000,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-08T06:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","00457,1,C,N","009999,1,9,9","-0030,1","-0050,1","99999,9","02,1,+00305,1,99,9","04,1,+00457,1,99,9","07,1,+00914,1,99,9","9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00305,1,99,9,99,9",,,"10130,1,99999,9",,"16,1",,,,,,"MET095METAR ENHK 080620Z /////KT 9999 VCSH FEW010 SCT015 BKN030 M03/M05 Q1013 RMK WIND RWY11 15007KT=",
"01044099999","2021-03-08T06:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","00457,1,C,N","009999,1,9,9","-0030,1","-0050,1","99999,9","07,1,+00457,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,07,1,99,9,00457,1,99,9,99,9",,,"10130,1,99999,9",,"85,1",,,,,,"MET089METAR ENHK 080650Z /////KT 9999 7000NW -SHSN BKN015 M03/M05 Q1013 RMK WIND RWY11 12008KT=",
"01044099999","2021-03-08T07:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0029,1","-0049,1","10136,1",,,,,,"010,M,-0025,1","010,N,-0033,1","99999,9,10127,1","3,1,001,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-08T07:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-16","99999","V020","999,9,N,9999,9","00152,1,W,N","000800,1,9,9","-0030,1","-0050,1","99999,9","09,1,+00152,1,99,9",,,"9,MSL   ,+99999,+99999","09,99,1,09,1,99,9,00152,1,99,9,99,9",,,"10130,1,99999,9",,"86,1",,,,,,"MET080SPECI ENHK 080700Z /////KT 0800 SHSN VV005 M03/M05 Q1013 RMK WIND RWY11 13005KT=",
"01044099999","2021-03-08T07:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","00152,1,W,N","000800,1,9,9","-0040,1","-0050,1","99999,9","09,1,+00152,1,99,9",,,"9,MSL   ,+99999,+99999","09,99,1,09,1,99,9,00152,1,99,9,99,9",,,"10130,1,99999,9",,"86,1",,,,,,"MET080METAR ENHK 080720Z /////KT 0800 SHSN VV005 M04/M05 Q1013 RMK WIND RWY11 10003KT=",
"01044099999","2021-03-08T07:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","00457,1,9,N","003000,1,9,9","-0030,1","-0040,1","99999,9","02,1,+00213,1,99,9","07,1,+00457,1,99,9",,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00213,1,99,9,99,9",,,"10130,1,99999,9",,"85,1",,,,,,"MET089METAR ENHK 080750Z /////KT 3000 -SHSN FEW007 BKN015 M03/M04 Q1013 RMK WIND RWY11 10005KT=",
"01044099999","2021-03-08T08:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,N","009999,1,9,9","-0020,1","-0050,1","99999,9","02,1,+01067,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,01067,1,99,9,99,9",,,"10130,1,99999,9",,"16,1",,,,,,"MET081METAR ENHK 080850Z /////KT 9999 VCSH FEW035 M02/M05 Q1013 RMK WIND RWY11 09004KT=",
"01044099999","2021-03-08T09:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,N","009999,1,9,9","-0020,1","-0060,1","99999,9","02,1,+01067,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,01067,1,99,9,99,9",,,"10130,1,99999,9",,,,,,,,"MET076METAR ENHK 080920Z /////KT 9999 FEW035 M02/M06 Q1013 RMK WIND RWY11 VRB02KT=",
"01044099999","2021-03-08T09:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,N","009999,1,9,9","-0020,1","-0070,1","99999,9","02,1,+01067,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,01067,1,99,9,99,9",,,"10130,1,99999,9",,,,,,,,"MET076METAR ENHK 080950Z /////KT 9999 FEW035 M02/M07 Q1013 RMK WIND RWY11 14004KT=",
"01044099999","2021-03-08T10:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0020,1","-0060,1","99999,9",,,,,,,,"10130,1,99999,9",,,,,,,,"MET070METAR ENHK 081020Z /////KT CAVOK M02/M06 Q1013 RMK WIND RWY11 10005KT=",
"01044099999","2021-03-08T10:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0020,1","-0060,1","99999,9",,,,,,,,"10130,1,99999,9",,,,,,,,"MET070METAR ENHK 081050Z /////KT CAVOK M02/M06 Q1013 RMK WIND RWY11 09006KT=",
"01044099999","2021-03-08T11:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0027,1","-0064,1","10142,1",,,,,,"010,M,-0022,1","010,N,-0032,1","99999,9,10133,1","2,1,004,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-08T11:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,N","009999,1,9,9","-0030,1","-0070,1","99999,9","02,1,+00914,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00914,1,99,9,99,9",,,"10140,1,99999,9",,,,,,,,"MET076METAR ENHK 081120Z /////KT 9999 FEW030 M03/M07 Q1014 RMK WIND RWY11 08006KT=",
"01044099999","2021-03-08T11:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,N","009999,1,9,9","-0030,1","-0070,1","99999,9","02,1,+00914,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00914,1,99,9,99,9",,,"10140,1,99999,9",,,,,,,,"MET076METAR ENHK 081150Z /////KT 9999 FEW030 M03/M07 Q1014 RMK WIND RWY11 07006KT=",
"01044099999","2021-03-08T12:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,N","009999,1,9,9","-0020,1","-0070,1","99999,9","02,1,+00914,1,99,9",,,"9,MSL   ,+99999,+99999","99,99,9,02,1,99,9,00914,1,99,9,99,9",,,"10140,1,99999,9",,,,,,,,"MET076METAR ENHK 081220Z /////KT 9999 FEW030 M02/M07 Q1014 RMK WIND RWY11 08007KT=",
"01044099999","2021-03-08T12:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0020,1","-0070,1","99999,9",,,,,,,,"10140,1,99999,9",,,,,,,,"MET070METAR ENHK 081250Z /////KT CAVOK M02/M07 Q1014 RMK WIND RWY11 09008KT=",
"01044099999","2021-03-08T13:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0020,1","-0070,1","99999,9",,,,,,,,"10140,1,99999,9",,,,,,,,"MET070METAR ENHK 081320Z /////KT CAVOK M02/M07 Q1014 RMK WIND RWY11 09008KT=",
"01044099999","2021-03-08T13:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0030,1","-0080,1","99999,9",,,,,,,,"10140,1,99999,9",,,,,,,,"MET070METAR ENHK 081350Z /////KT CAVOK M03/M08 Q1014 RMK WIND RWY11 08006KT=",
"01044099999","2021-03-08T15:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0032,1","-0078,1","10152,1",,,,,,"010,M,-0029,1","010,N,-0036,1","99999,9,10143,1","2,1,007,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-08T15:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0030,1","-0080,1","99999,9",,,,,,,,"10150,1,99999,9",,,,,,,,"MET070METAR ENHK 081550Z /////KT CAVOK M03/M08 Q1015 RMK WIND RWY11 09006KT=",
"01044099999","2021-03-08T16:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0040,1","-0090,1","99999,9",,,,,,,,"10150,1,99999,9",,,,,,,,"MET070METAR ENHK 081620Z /////KT CAVOK M04/M09 Q1015 RMK WIND RWY11 07006KT=",
"01044099999","2021-03-08T17:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0020,1","-0080,1","99999,9",,,,,,,,"10150,1,99999,9",,,,,,,,"MET070METAR ENHK 081720Z /////KT CAVOK M02/M08 Q1015 RMK WIND RWY11 11010KT=",
"01044099999","2021-03-08T18:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0034,1","-0087,1","10161,1",,,,,,"120,M,-0019,1","120,N,-0038,1","99999,9,10152,1","3,1,009,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-08T18:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0030,1","-0100,1","99999,9",,,,,,,,"10160,1,99999,9",,,,,,,,"MET070METAR ENHK 081820Z /////KT CAVOK M03/M10 Q1016 RMK WIND RWY11 13011KT=",
"01044099999","2021-03-08T18:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0030,1","-0080,1","99999,9",,,,,,,,"10160,1,99999,9",,,,,,,,"MET070METAR ENHK 081850Z /////KT CAVOK M03/M08 Q1016 RMK WIND RWY11 10012KT=",
"01044099999","2021-03-08T19:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0030,1","-0090,1","99999,9",,,,,,,,"10160,1,99999,9",,,,,,,,"MET070METAR ENHK 081920Z /////KT CAVOK M03/M09 Q1016 RMK WIND RWY11 11012KT=",
"01044099999","2021-03-08T19:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0030,1","-0090,1","99999,9",,,,,,,,"10160,1,99999,9",,,,,,,,"MET070METAR ENHK 081950Z /////KT CAVOK M03/M09 Q1016 RMK WIND RWY11 11014KT=",
"01044099999","2021-03-08T20:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0027,1","-0088,1","10173,1",,,,,,"010,M,-0024,1","010,N,-0030,1","99999,9,10164,1","2,1,018,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-09T00:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0030,1","-0094,1","10194,1",,,,,,"010,M,-0030,1","010,N,-0035,1","99999,9,10185,1","2,1,014,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-09T06:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0047,1","-0116,1","10216,1",,,,,,"120,M,-0024,1","120,N,-0050,1","99999,9,10207,1","2,1,011,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-09T06:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0050,1","-0110,1","99999,9",,,,,,,,"10210,1,99999,9",,,,,,,,"MET070METAR ENHK 090620Z /////KT CAVOK M05/M11 Q1021 RMK WIND RWY11 14013KT=",
"01044099999","2021-03-09T06:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0040,1","-0130,1","99999,9",,,,,,,,"10210,1,99999,9",,,,,,,,"MET070METAR ENHK 090650Z /////KT CAVOK M04/M13 Q1021 RMK WIND RWY11 14013KT=",
"01044099999","2021-03-09T08:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0037,1","-0120,1","10222,1",,,,,,"010,M,-0034,1","010,N,-0042,1","99999,9,10213,1","2,1,010,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-09T08:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0040,1","-0120,1","99999,9",,,,,,,,"10220,1,99999,9",,,,,,,,"MET070METAR ENHK 090820Z /////KT CAVOK M04/M12 Q1022 RMK WIND RWY11 15014KT=",
"01044099999","2021-03-09T08:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0040,1","-0130,1","99999,9",,,,,,,,"10220,1,99999,9",,,,,,,,"MET070METAR ENHK 090850Z /////KT CAVOK M04/M13 Q1022 RMK WIND RWY11 15012KT=",
"01044099999","2021-03-09T09:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0034,1","-0132,1","10224,1",,,,,,"010,M,-0033,1","010,N,-0040,1","99999,9,10214,1","2,1,008,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-09T09:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0040,1","-0130,1","99999,9",,,,,,,,"10220,1,99999,9",,,,,,,,"MET070METAR ENHK 090920Z /////KT CAVOK M04/M13 Q1022 RMK WIND RWY11 14013KT=",
"01044099999","2021-03-09T10:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0030,1","-0133,1","10225,1",,,,,,"010,M,-0029,1","010,N,-0039,1","99999,9,10216,1","2,1,006,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-09T10:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0030,1","-0130,1","99999,9",,,,,,,,"10220,1,99999,9",,,,,,,,"MET070METAR ENHK 091020Z /////KT CAVOK M03/M13 Q1022 RMK WIND RWY11 13011KT=",
"01044099999","2021-03-09T10:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0040,1","-0150,1","99999,9",,,,,,,,"10220,1,99999,9",,,,,,,,"MET070METAR ENHK 091050Z /////KT CAVOK M04/M15 Q1022 RMK WIND RWY11 16011KT=",
"01044099999","2021-03-09T11:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0032,1","-0134,1","10227,1",,,,,,"010,M,-0028,1","010,N,-0037,1","99999,9,10218,1","2,1,006,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-09T11:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0040,1","-0130,1","99999,9",,,,,,,,"10220,1,99999,9",,,,,,,,"MET070METAR ENHK 091120Z /////KT CAVOK M04/M13 Q1022 RMK WIND RWY11 15011KT=",
"01044099999","2021-03-09T11:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","009900,5,9,9","-0030,1","-0130,1","99999,9",,,,,,,,"10220,1,99999,9",,,,,,,,"MET070METAR ENHK 091150Z /////KT CAVOK M03/M13 Q1022 RMK WIND RWY11 15008KT=",
"01044099999","2021-03-09T12:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","-0035,1","-0131,1","10227,1",,,,,,"010,M,-0030,1","010,N,-0039,1","99999,9,10218,1","2,1,004,1,+999,9",,,,,,,"SYN004BUFR",
"01044099999","2021-03-09T12:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","150,1,N,0036,1","99999,9,9,Y","009900,5,9,9","-0040,1","-0140,1","99999,9",,,,,,,,"10220,1,99999,9",,,,,,,,"MET047METAR ENHK 091250Z 15007KT CAVOK M04/M14 Q1022=",
"01044099999","2021-03-09T13:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","122,1,N,0048,1","99999,9,9,9","999999,9,9,9","-0029,1","-0129,1","10223,1",,,,,,"010,M,-0029,1","010,N,-0039,1","99999,9,10214,1","8,1,002,1,+999,9",,,,"0068,1","4,01,0068,1,121","9,99,0051,1,999","SYN004BUFR",
"01044099999","2021-03-09T13:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","140,1,N,0036,1","99999,9,9,Y","009900,5,9,9","-0040,1","-0140,1","99999,9",,,,,,,,"10220,1,99999,9",,,,,,,,"MET047METAR ENHK 091320Z 14007KT CAVOK M04/M14 Q1022=",
"01044099999","2021-03-09T13:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","120,1,N,0046,1","99999,9,9,Y","009900,5,9,9","-0040,1","-0140,1","99999,9",,,,,,,,"10220,1,99999,9",,,,,,,,"MET047METAR ENHK 091350Z 12009KT CAVOK M04/M14 Q1022=",
"01044099999","2021-03-09T14:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","120,1,N,0051,1","99999,9,9,Y","009900,5,9,9","-0040,1","-0120,1","99999,9",,,,,,,,"10210,1,99999,9",,,,,,,,"MET047METAR ENHK 091420Z 12010KT CAVOK M04/M12 Q1021=",
"01044099999","2021-03-09T15:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","087,1,N,0052,1","99999,9,9,9","999999,9,9,9","-0045,1","-0122,1","10218,1",,,,,,"010,M,-0033,1","010,N,-0048,1","99999,9,10209,1","7,1,010,1,+999,9",,,,"0079,1","4,01,0079,1,108","9,99,0058,1,999","SYN004BUFR",
"01044099999","2021-03-09T15:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","100,1,N,0046,1","99999,9,9,Y","009900,5,9,9","-0050,1","-0120,1","99999,9",,,,,,,,"10210,1,99999,9",,,,,,,,"MET047METAR ENHK 091550Z 10009KT CAVOK M05/M12 Q1021=",
"01044099999","2021-03-09T16:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","090,1,N,0051,1","99999,9,9,Y","009900,5,9,9","-0060,1","-0120,1","99999,9",,,,,,,,"10200,1,99999,9",,,,,,,,"MET047METAR ENHK 091620Z 09010KT CAVOK M06/M12 Q1020=",
"01044099999","2021-03-09T16:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","090,1,N,0051,1","99999,9,9,Y","009900,5,9,9","-0060,1","-0120,1","99999,9",,,,,,,,"10200,1,99999,9",,,,,,,,"MET047METAR ENHK 091650Z 09010KT CAVOK M06/M12 Q1020=",
"01044099999","2021-03-09T17:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","999,9,N,9999,9","99999,9,9,Y","999999,9,9,9","-0050,5","-0120,5","99999,9",,,,,,,,"10200,5,99999,9",,,,,,,,"MET046METAR ENHK 091750Z 10007T CAVOK M05/M12 Q1020=","D01      0ADE693"
"01044099999","2021-03-09T18:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","150,1,N,0046,1","99999,9,9,Y","009900,5,9,9","-0050,1","-0120,1","99999,9",,,,,,,,"10200,1,99999,9",,,,,,,,"MET047METAR ENHK 091820Z 15009KT CAVOK M05/M12 Q1020=",
"01044099999","2021-03-09T18:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","160,1,N,0051,1","99999,9,9,Y","009900,5,9,9","-0050,1","-0120,1","99999,9",,,,,,,,"10200,1,99999,9",,,,,,,,"MET047METAR ENHK 091850Z 16010KT CAVOK M05/M12 Q1020=",
"01044099999","2021-03-09T19:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","160,1,N,0051,1","99999,9,9,Y","009900,5,9,9","-0050,1","-0120,1","99999,9",,,,,,,,"10200,1,99999,9",,,,,,,,"MET047METAR ENHK 091950Z 16010KT CAVOK M05/M12 Q1020=",
"01044099999","2021-03-09T21:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","083,1,N,0036,1","99999,9,9,9","999999,9,9,9","-0057,1","-0117,1","10201,1",,,,,,"010,M,-0045,1","010,N,-0060,1","99999,9,10192,1","7,1,006,1,+999,9",,,,"0077,1","4,01,0077,1,126","9,99,0061,1,999","SYN004BUFR",
"01044099999","2021-03-10T03:00:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-12","99999","V020","101,1,N,0048,1","99999,9,9,9","999999,9,9,9","-0055,1","-0104,1","10174,1",,,,,,"010,M,-0053,1","010,N,-0064,1","99999,9,10165,1","8,1,016,1,+999,9",,,,"0064,1","4,01,0064,1,118","9,99,0048,1,999","SYN004BUFR",
"01044099999","2021-03-10T06:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","110,1,N,0051,1","99999,9,9,Y","009900,5,9,9","-0050,1","-0110,1","99999,9",,,,,,,,"10150,1,99999,9",,,,,,,,"MET047METAR ENHK 100620Z 11010KT CAVOK M05/M11 Q1015=",
"01044099999","2021-03-10T06:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","120,1,N,0051,1","99999,9,9,Y","009900,5,9,9","-0050,1","-0110,1","99999,9",,,,,,,,"10140,1,99999,9",,,,,,,,"MET047METAR ENHK 100650Z 12010KT CAVOK M05/M11 Q1014=",
"01044099999","2021-03-10T07:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","100,1,N,0036,1","99999,9,9,Y","009900,5,9,9","-0050,1","-0110,1","99999,9",,,,,,,,"10140,1,99999,9",,,,,,,,"MET047METAR ENHK 100720Z 10007KT CAVOK M05/M11 Q1014=",
"01044099999","2021-03-10T07:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","110,1,N,0046,1","99999,9,9,Y","009900,5,9,9","-0050,1","-0110,1","99999,9",,,,,,,,"10140,1,99999,9",,,,,,,,"MET047METAR ENHK 100750Z 11009KT CAVOK M05/M11 Q1014=",
"01044099999","2021-03-10T08:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","110,1,N,0046,1","99999,9,9,Y","009900,5,9,9","-0050,1","-0110,1","99999,9",,,,,,,,"10140,1,99999,9",,,,,,,,"MET047METAR ENHK 100820Z 11009KT CAVOK M05/M11 Q1014=",
"01044099999","2021-03-10T08:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","110,1,N,0031,1","99999,9,9,Y","009900,5,9,9","-0040,1","-0110,1","99999,9",,,,,,,,"10140,1,99999,9",,,,,,,,"MET047METAR ENHK 100850Z 11006KT CAVOK M04/M11 Q1014=",
"01044099999","2021-03-10T09:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","100,1,N,0026,1","99999,9,9,Y","009900,5,9,9","-0040,1","-0110,1","99999,9",,,,,,,,"10130,1,99999,9",,,,,,,,"MET047METAR ENHK 100920Z 10005KT CAVOK M04/M11 Q1013=",
"01044099999","2021-03-10T09:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","120,1,N,0041,1","99999,9,9,Y","009900,5,9,9","-0040,1","-0110,1","99999,9",,,,,,,,"10130,1,99999,9",,,,,,,,"MET047METAR ENHK 100950Z 12008KT CAVOK M04/M11 Q1013=",
"01044099999","2021-03-10T10:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","120,1,N,0062,1","99999,9,9,Y","009900,5,9,9","-0040,1","-0110,1","99999,9",,,,,,,,"10130,1,99999,9",,,,,,,,"MET047METAR ENHK 101020Z 12012KT CAVOK M04/M11 Q1013=",
"01044099999","2021-03-10T11:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","120,1,N,0057,1","99999,9,9,Y","009900,5,9,9","-0030,1","-0100,1","99999,9",,,,,,,,"10120,1,99999,9",,,,,,,,"MET047METAR ENHK 101120Z 12011KT CAVOK M03/M10 Q1012=",
"01044099999","2021-03-10T11:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","120,1,N,0072,1","99999,9,9,Y","009900,5,9,9","-0030,1","-0110,1","99999,9",,,,,,,,"10110,1,99999,9",,,,,,,,"MET047METAR ENHK 101150Z 12014KT CAVOK M03/M11 Q1011=",
"01044099999","2021-03-10T12:50:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","130,1,N,0062,1","99999,9,9,Y","009900,5,9,9","-0030,1","-0110,1","99999,9",,,,,,,,"10110,1,99999,9",,,,,,,,"MET047METAR ENHK 101250Z 13012KT CAVOK M03/M11 Q1011=",
"01044099999","2021-03-10T13:20:00","4","70.486675","22.139744","6.4","HASVIK, NO","FM-15","99999","V020","130,1,N,0051,1","99999,9,9,Y","009900,5,9,9","-0030,1","-0110,1","99999,9",,,,,,,,"10100,1,99999,9",,,,,,,,"MET047METAR ENHK 101320Z 13010KT CAVOK M03/M11 Q1010=",
