{'01044099999': -10.0, '02293099999': -27.6}
         395640 function calls (390840 primitive calls) in 6.386 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       42    0.000    0.000    0.000    0.000 typing.py:1307(__init__)
       34    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
      194    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        1    0.000    0.000    0.000    0.000 load.py:67(get_min_temperatures)
  135/131    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        4    0.000    0.000    0.000    0.000 cookiejar.py:1600(make_cookies)
       52    0.000    0.000    0.000    0.000 ipaddress.py:1939(__init__)
        4    0.000    0.000    0.000    0.000 adapters.py:178(__init__)
     2405    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       72    0.000    0.000    0.000    0.000 typing.py:789(<genexpr>)
        6    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       22    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
      453    0.000    0.000    0.000    0.000 {built-in method from_bytes}
     1564    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       12    0.000    0.000    0.000    0.000 enum.py:1459(_missing_)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
       50    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       24    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        2    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       46    0.000    0.000    0.000    0.000 queue.py:306(_qsize)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        2    0.000    0.000    0.000    0.000 connectionpool.py:294(_put_conn)
      308    0.000    0.000    0.000    0.000 enum.py:78(_is_private)
        4    0.000    0.000    0.000    0.000 adapters.py:513(close)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1716(path_hook_for_FileFinder)
       46    0.000    0.000    0.000    0.000 functools.py:36(update_wrapper)
      575    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
      382    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
      214    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
        2    0.000    0.000    0.000    0.000 client.py:213(_read_headers)
      191    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       66    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       24    0.000    0.000    0.000    0.000 <frozen os>:712(__getitem__)
        2    0.000    0.000    0.000    0.000 adapters.py:523(request_url)
       24    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
      575    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        8    0.000    0.000    0.000    0.000 url.py:301(_normalize_host)
       34    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
        2    0.000    0.000    0.000    0.000 parse.py:1170(_splitport)
      185    0.000    0.000    0.000    0.000 _parser.py:371(_escape)
      572    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:139(<genexpr>)
        1    0.000    0.000    0.000    0.000 idnadata.py:1(<module>)
       35    0.000    0.000    0.000    0.000 functools.py:544(decorating_function)
       40    0.000    0.000    0.000    0.000 <frozen _collections_abc>:897(__iter__)
        1    0.000    0.000    0.000    0.000 retry.py:41(Retry)
      308    0.000    0.000    0.000    0.000 typing.py:1294(_is_dunder)
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
       28    0.000    0.000    0.000    0.000 feedparser.py:129(__next__)
       50    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        2    0.000    0.000    0.000    0.000 message.py:487(items)
        7    0.000    0.000    0.000    0.000 typing.py:2054(__new__)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlsplit)
        4    0.000    0.000    0.000    0.000 connection.py:369(close)
        2    0.000    0.000    0.000    0.000 utils.py:258(extract_zipped_paths)
        2    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
       14    0.000    0.000    0.000    0.000 utils.py:335(to_key_val_list)
       43    0.000    0.000    0.000    0.000 typing.py:260(_collect_type_parameters)
      470    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
      176    0.000    0.000    0.000    0.000 <frozen os>:798(decode)
      194    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:3048(NamedTuple)
        8    0.000    0.000    0.000    0.000 message.py:533(get_all)
        4    0.000    0.000    0.000    0.000 utils.py:828(select_proxy)
      124    0.000    0.000    0.000    0.000 _parser.py:311(_class_escape)
      539    0.000    0.000    0.000    0.000 _parser.py:171(__setitem__)
        2    0.000    0.000    0.000    0.000 response.py:341(__init__)
      194    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:982(find_spec)
    64/39    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
      185    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
        2    0.000    0.000    0.000    0.000 feedparser.py:102(push)
        4    0.000    0.000    0.000    0.000 typing.py:806(Optional)
      349    0.000    0.000    0.000    0.000 enum.py:47(_is_dunder)
        2    0.000    0.000    0.000    0.000 connection.py:615(__init__)
        6    0.000    0.000    0.000    0.000 <frozen posixpath>:229(expanduser)
        4    0.000    0.000    0.000    0.000 poolmanager.py:283(clear)
       22    0.000    0.000    0.000    0.000 _collections.py:300(add)
        2    0.000    0.000    0.000    0.000 utils.py:890(default_headers)
     1038    0.000    0.000    0.000    0.000 _parser.py:112(__init__)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1661(_ip_int_from_string)
       95    0.000    0.000    0.000    0.000 _parser.py:85(opengroup)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
      214    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
    64/39    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:114(_has_ipv6)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
       54    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        5    0.000    0.000    0.000    0.000 socket.py:221(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:81(__init__)
       17    0.000    0.000    0.000    0.000 <frozen zipimport>:68(__init__)
      341    0.000    0.000    0.000    0.000 {built-in method fromkeys}
       52    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       18    0.000    0.000    0.000    0.000 parse.py:164(hostname)
      310    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:1500(debug)
      248    0.000    0.000    0.000    0.000 socket.py:79(<lambda>)
        2    0.000    0.000    0.000    0.000 url.py:349(_encode_target)
        2    0.000    0.000    0.000    0.000 poolmanager.py:95(_default_key_normalizer)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1598(__init__)
        1    0.000    0.000    0.000    0.000 _meta.py:1(<module>)
      251    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        8    0.000    0.000    0.000    0.000 cookiejar.py:1262(__init__)
       46    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
      250    0.000    0.000    0.000    0.000 socket.py:89(<lambda>)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
      249    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
       90    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
        4    0.000    0.000    0.000    0.000 typing.py:1374(__instancecheck__)
        2    0.000    0.000    0.000    0.000 queue.py:46(__init__)
      998    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      214    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        4    0.000    0.000    0.000    0.000 _collections.py:141(clear)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1357(add_cookie_header)
      983    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
    83/67    0.000    0.000    0.000    0.000 _compiler.py:439(_get_literal_prefix)
       30    0.000    0.000    0.000    0.000 enum.py:1059(_add_member_)
      983    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      308    0.000    0.000    0.000    0.000 enum.py:58(_is_sunder)
       56    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        6    0.000    0.000    0.000    0.000 enum.py:484(__prepare__)
       28    0.000    0.000    0.000    0.000 feedparser.py:79(readline)
        2    0.000    0.000    0.000    0.000 functools.py:930(wrapper)
       43    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
      408    0.000    0.000    0.000    0.000 typing.py:1096(__eq__)
        4    0.000    0.000    0.000    0.000 adapters.py:216(init_poolmanager)
       47    0.000    0.000    0.000    0.000 threading.py:303(__enter__)
        9    0.000    0.000    0.000    0.000 __init__.py:2141(getLogger)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      214    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
        2    0.000    0.000    0.000    0.000 connection.py:132(__init__)
        2    0.000    0.000    0.000    0.000 sessions.py:159(resolve_redirects)
        4    0.000    0.000    0.000    0.000 __init__.py:1772(isEnabledFor)
       21    0.000    0.000    0.000    0.000 typing.py:379(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 __init__.py:61(Sectioned)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
      445    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      344    0.000    0.000    0.000    0.000 _parser.py:82(groups)
        1    0.000    0.000    0.000    0.000 calendar.py:60(Month)
        4    0.000    0.000    0.000    0.000 connectionpool.py:346(_get_timeout)
        2    0.000    0.000    0.000    0.000 functools.py:844(dispatch)
        2    0.000    0.000    0.000    0.000 message.py:243(get_payload)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
      185    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:185(_path_isabs)
      302    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       10    0.000    0.000    0.000    0.000 <frozen _collections_abc>:815(__contains__)
      281    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       33    0.000    0.000    0.000    0.000 typing.py:1639(<genexpr>)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
      457    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 typing.py:1665(__subclasscheck__)
        5    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
       10    0.000    0.000    0.000    0.000 connection.py:453(<genexpr>)
       36    0.000    0.000    0.000    0.000 utils.py:47(_has_surrogates)
        2    0.000    0.000    0.000    0.000 {built-in method today}
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
       28    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
       36    0.000    0.000    0.000    0.000 structures.py:51(__getitem__)
        2    0.000    0.000    0.000    0.000 utils.py:650(requote_uri)
        1    0.000    0.000    0.000    0.000 _colorize.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1362(getLogger)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
       10    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       45    0.000    0.000    0.000    0.000 threading.py:318(_is_owned)
        4    0.000    0.000    0.000    0.000 functools.py:878(register)
        2    0.000    0.000    0.000    0.000 response.py:710(_init_length)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
       76    0.000    0.000    0.000    0.000 _parser.py:230(__init__)
        2    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 functools.py:800(_find_impl)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
      339    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
      529    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
        4    0.000    0.000    0.000    0.000 client.py:1015(close)
      513    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
       24    0.000    0.000    0.000    0.000 <frozen os>:794(encode)
        6    0.000    0.000    0.000    0.000 idna.py:179(encode)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:183(sub)
        2    0.000    0.000    0.000    0.000 request.py:199(body_to_chunks)
      104    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       35    0.000    0.000    0.000    0.000 ipaddress.py:1641(_make_netmask)
      194    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        8    0.000    0.000    0.000    0.000 timeout.py:109(__init__)
        2    0.000    0.000    0.000    0.000 connectionpool.py:1145(_normalize_host)
      144    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 functools.py:758(_compose_mro)
       26    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        2    0.000    0.000    0.000    0.000 client.py:867(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:241(split)
        4    0.000    0.000    0.000    0.000 __init__.py:1826(_is_disabled)
        1    0.000    0.000    0.000    0.000 warnings.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:1207(_generic_class_getitem)
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
        2    0.000    0.000    0.000    0.000 utils.py:1008(get_auth_from_url)
       20    0.000    0.000    0.000    0.000 parse.py:205(_hostinfo)
        3    0.000    0.000    0.000    0.000 typing.py:1748(__getitem__)
        2    0.000    0.000    0.000    0.000 client.py:396(_check_close)
       24    0.000    0.000    0.000    0.000 url.py:330(_idna_encode)
       53    0.000    0.000    0.000    0.000 _compiler.py:470(_get_charset_prefix)
        2    0.000    0.000    0.000    0.000 utils.py:529(get_encoding_from_headers)
     12/1    0.000    0.000    0.000    0.000 functools.py:713(_c3_mro)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
        5    0.000    0.000    0.000    0.000 retry.py:202(__init__)
       44    0.000    0.000    0.000    0.000 enum.py:1439(_iter_member_by_value_)
        8    0.000    0.000    0.000    0.000 utils.py:1024(check_header_validity)
        2    0.000    0.000    0.000    0.000 ssl.py:441(_encode_hostname)
       47    0.000    0.000    0.000    0.000 threading.py:306(__exit__)
        7    0.000    0.000    0.000    0.000 threading.py:281(__init__)
        2    0.000    0.000    0.000    0.000 adapters.py:373(build_connection_pool_key_attributes)
      428    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        4    0.000    0.000    0.000    0.000 timeout.py:188(clone)
      466    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
       76    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      192    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
      152    0.000    0.000    0.000    0.000 _compiler.py:573(isstring)
        4    0.000    0.000    0.000    0.000 ssl.py:669(verify_mode)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       28    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
      194    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:599(__init__)
        4    0.000    0.000    0.000    0.000 url.py:263(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 readers.py:23(__init__)
      300    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:169(_path_isdir)
        2    0.000    0.000    0.000    0.000 ssl_.py:484(is_ipaddress)
       19    0.000    0.000    0.000    0.000 enum.py:1449(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 calendar.py:77(Day)
       70    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
      191    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        2    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
        2    0.000    0.000    0.000    0.000 adapters.py:76(_urllib3_request_context)
       17    0.000    0.000    0.000    0.000 threading.py:122(RLock)
        2    0.000    0.000    0.000    0.000 models.py:106(_encode_params)
        2    0.000    0.000    0.000    0.000 parse.py:875(quote)
       12    0.000    0.000    0.000    0.000 enum.py:946(_get_mixins_)
        2    0.000    0.000    0.000    0.000 parse.py:525(urlunparse)
        7    0.000    0.000    0.000    0.000 typing.py:2199(__init_subclass__)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
      167    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        2    0.000    0.000    0.000    0.000 sessions.py:107(get_redirect_target)
       22    0.000    0.000    0.000    0.000 message.py:515(set_raw)
       50    0.000    0.000    0.000    0.000 structures.py:58(<genexpr>)
       28    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        5    0.000    0.000    0.000    0.000 __init__.py:931(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
       66    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        4    0.000    0.000    0.000    0.000 cookies.py:542(merge_cookies)
        7    0.000    0.000    0.000    0.000 typing.py:2073(__init__)
      215    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       10    0.000    0.000    0.000    0.000 structures.py:57(__iter__)
       56    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
       16    0.000    0.000    0.000    0.000 utils.py:1035(_validate_header_part)
       22    0.000    0.000    0.000    0.000 util.py:19(to_str)
        2    0.000    0.000    0.000    0.000 models.py:630(prepare_hooks)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
       12    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 contextlib.py:276(contextmanager)
        1    0.000    0.000    0.000    0.000 threading.py:1352(__init__)
       17    0.000    0.000    0.000    0.000 _parser.py:273(getuntil)
       12    0.000    0.000    0.000    0.000 cookiejar.py:1228(deepvalues)
      214    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
       24    0.000    0.000    0.000    0.000 timeout.py:130(_validate_timeout)
       34    0.000    0.000    0.000    0.000 typing.py:1358(__getattr__)
      120    0.000    0.000    0.000    0.000 typing.py:1765(__eq__)
      135    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x1056474c0}
        1    0.000    0.000    0.000    0.000 typing.py:1719(__getitem__)
        2    0.000    0.000    0.000    0.000 ssl.py:555(options)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       47    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 retry.py:387(is_retry)
       10    0.000    0.000    0.000    0.000 connection.py:163(host)
        1    0.000    0.000    0.000    0.000 _collections.py:39(_Sentinel)
       24    0.000    0.000    0.000    0.000 typing.py:3794(__getattr__)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 _local.py:289(drive)
       76    0.000    0.000    0.000    0.000 _parser.py:954(fix_flags)
       47    0.000    0.000    0.000    0.000 ipaddress.py:1774(_parse_hextet)
        2    0.000    0.000    0.000    0.000 feedparser.py:71(close)
        1    0.000    0.000    0.000    0.000 _local.py:329(parent)
        2    0.000    0.000    0.000    0.000 response.py:1121(closed)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:951(quote_from_bytes)
       25    0.000    0.000    0.000    0.000 typing.py:1122(_is_unpacked_typevartuple)
       22    0.000    0.000    0.000    0.000 queue.py:312(_get)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        9    0.000    0.000    0.000    0.000 typing.py:1256(_generic_init_subclass)
        2    0.000    0.000    0.000    0.000 utils.py:764(get_proxy)
        2    0.000    0.000    0.000    0.000 models.py:769(is_redirect)
        2    0.000    0.000    0.000    0.000 ssl.py:541(minimum_version)
        2    0.000    0.000    0.000    0.000 timeout.py:172(from_float)
      101    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       21    0.000    0.000    0.000    0.000 typing.py:351(_deduplicate)
       12    0.000    0.000    0.000    0.000 enum.py:987(_find_data_type_)
        3    0.000    0.000    0.000    0.000 typing.py:1927(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 typing.py:1733(__getitem_inner__)
       60    0.000    0.000    0.000    0.000 enum.py:764(__delattr__)
       24    0.000    0.000    0.000    0.000 _collections.py:289(__iter__)
        2    0.000    0.000    0.000    0.000 feedparser.py:54(__init__)
        2    0.000    0.000    0.000    0.000 socket.py:694(__init__)
        4    0.000    0.000    0.000    0.000 url.py:100(__new__)
       22    0.000    0.000    0.000    0.000 queue.py:309(_put)
        6    0.000    0.000    0.000    0.000 enum.py:1220(_add_alias_)
       45    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
      128    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        2    0.000    0.000    0.000    0.000 models.py:207(register_hook)
        8    0.000    0.000    0.000    0.000 <frozen _collections_abc>:827(items)
        2    0.000    0.000    0.000    0.000 <frozen codecs>:312(__init__)
       12    0.000    0.000    0.000    0.000 functools.py:686(_c3_merge)
        5    0.000    0.000    0.000    0.000 _collections.py:82(__init__)
        2    0.000    0.000    0.000    0.000 models.py:494(prepare_body)
      195    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
      195    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
      127    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
       29    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       42    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 typing.py:2403(get_type_hints)
      214    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
      107    0.000    0.000    0.000    0.000 constant.py:398(<lambda>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        4    0.000    0.000    0.000    0.000 ssl_.py:186(resolve_cert_reqs)
    43/24    0.000    0.000    0.000    0.000 typing.py:1773(__hash__)
        4    0.000    0.000    0.000    0.000 feedparser.py:123(pushlines)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
      127    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        2    0.000    0.000    0.000    0.000 functools.py:826(singledispatch)
        2    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
       37    0.000    0.000    0.000    0.000 functools.py:504(lru_cache)
       20    0.000    0.000    0.000    0.000 connection.py:406(<genexpr>)
       22    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
      152    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       12    0.000    0.000    0.000    0.000 client.py:1066(_output)
      127    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        8    0.000    0.000    0.000    0.000 __init__.py:1410(_fixupParents)
      127    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
       19    0.000    0.000    0.000    0.000 typing.py:2696(overload)
       85    0.000    0.000    0.000    0.000 typing.py:1437(__eq__)
        4    0.000    0.000    0.000    0.000 parse.py:413(_splitnetloc)
      124    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       26    0.000    0.000    0.000    0.000 ipaddress.py:474(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 typing.py:1715(copy_with)
      127    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        2    0.000    0.000    0.000    0.000 socket.py:517(family)
      146    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        6    0.000    0.000    0.000    0.000 enum.py:1014(_find_new_)
        5    0.000    0.000    0.000    0.000 _compiler.py:394(_bytes_to_codes)
      143    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      184    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
        1    0.000    0.000    0.000    0.000 _local.py:227(__str__)
        2    0.000    0.000    0.000    0.000 retry.py:379(_is_method_retryable)
        2    0.000    0.000    0.000    0.000 __init__.py:601(__init__)
      266    0.000    0.000    0.000    0.000 enum.py:1217(__init__)
      194    0.000    0.000    0.000    0.000 status_codes.py:117(<genexpr>)
      125    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 models.py:258(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1480(__init__)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       44    0.000    0.000    0.000    0.000 enum.py:115(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1280(IPv4Address)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 models.py:799(iter_content)
        2    0.000    0.000    0.000    0.000 _collections.py:100(__setitem__)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x1058172e0}
        1    0.000    0.000    0.000    0.000 timeout.py:14(_TYPE_DEFAULT)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:48(isdir)
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
      108    0.000    0.000    0.000    0.000 __init__.py:432(<genexpr>)
        2    0.000    0.000    0.000    0.000 _local.py:257(_parse_path)
        1    0.000    0.000    0.000    0.000 threading.py:869(__init__)
      136    0.000    0.000    0.000    0.000 _compiler.py:431(_get_iscased)
       18    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
      125    0.000    0.000    0.000    0.000 typing.py:1427(<genexpr>)
      143    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1184(__init__)
        4    0.000    0.000    0.000    0.000 message.py:150(__init__)
        1    0.000    0.000    0.000    0.000 request.py:47(_TYPE_FAILEDTELL)
       35    0.000    0.000    0.000    0.000 ipaddress.py:1904(_split_scope_id)
        2    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:978(SSLSocket)
       20    0.000    0.000    0.000    0.000 retry.py:242(<genexpr>)
        2    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       76    0.000    0.000    0.000    0.000 _parser.py:76(__init__)
